name,education_level,stream,cgpa,skills,interest,career_domain
S6660,PhD,Psychology,7.5,mentalhealth therapy research patientcare communication,Data,Clinical Psychologist
S6661,Undergraduate,Psychology,6.8,diagnosis research patientcare psychology,Research,Clinical Psychologist
S6662,Postgraduate,Psychology,7.6,behavioranalysis diagnosis communication research counselling patientcare psychology,Research,Clinical Psychologist
S6663,Undergraduate,Statistics,7.8,communication research mentalhealth,Research,Clinical Psychologist
S6664,Undergraduate,Computer Science,6.6,psychology behavioranalysis counselling diagnosis communication therapy patientcare,AI,Clinical Psychologist
S6665,PhD,Psychology,7.9,counselling behavioranalysis diagnosis therapy psychology communication patientcare,Research,Clinical Psychologist
S6666,PhD,Psychology,9.0,research mentalhealth counselling psychology,Research,Clinical Psychologist
S6667,PhD,Finance,7.0,mentalhealth communication research therapy,Research,Clinical Psychologist
S6668,PhD,Psychology,9.0,patientcare communication psychology behavioranalysis therapy diagnosis mentalhealth,Development,Clinical Psychologist
S6669,PhD,Psychology,7.9,research patientcare counselling,Research,Clinical Psychologist
S6670,Postgraduate,Data Science,8.3,therapy counselling psychology research diagnosis,Research,Clinical Psychologist
S6671,Undergraduate,Psychology,6.8,research counselling mentalhealth,Research,Clinical Psychologist
S6672,Undergraduate,Psychology,8.7,counselling behavioranalysis psychology communication,Writing,Clinical Psychologist
S6673,Undergraduate,Psychology,7.1,therapy behavioranalysis psychology diagnosis mentalhealth patientcare,Development,Clinical Psychologist
S6674,Postgraduate,Commerce,6.7,behavioranalysis patientcare therapy research,Data,Clinical Psychologist
S6675,PhD,Psychology,7.3,behavioranalysis mentalhealth research therapy communication counselling patientcare,Research,Clinical Psychologist
S6676,PhD,Psychology,8.0,psychology behavioranalysis mentalhealth diagnosis patientcare communication,Cloud,Clinical Psychologist
S6677,Undergraduate,Psychology,7.8,psychology therapy patientcare research behavioranalysis,Development,Clinical Psychologist
S6678,Undergraduate,Mechanical Engineering,8.7,diagnosis behavioranalysis patientcare communication psychology research counselling,Writing,Clinical Psychologist
S6679,Undergraduate,Psychology,8.4,mentalhealth counselling behavioranalysis,Data,Clinical Psychologist
S6680,Postgraduate,Psychology,7.2,communication behavioranalysis mentalhealth diagnosis patientcare therapy,Research,Clinical Psychologist
S6681,PhD,Psychology,8.4,communication therapy diagnosis patientcare counselling research mentalhealth behavioranalysis,Research,Clinical Psychologist
S6682,Postgraduate,Psychology,9.3,mentalhealth counselling patientcare research behavioranalysis communication therapy diagnosis,Research,Clinical Psychologist
S6683,Postgraduate,Psychology,6.7,behavioranalysis mentalhealth communication diagnosis research patientcare,Research,Clinical Psychologist
S6684,PhD,Psychology,9.0,behavioranalysis psychology counselling communication therapy mentalhealth patientcare,Research,Clinical Psychologist
S6685,PhD,Psychology,8.8,counselling behavioranalysis research communication patientcare diagnosis mentalhealth therapy,Security,Clinical Psychologist
S6686,Postgraduate,Information Technology,9.2,research mentalhealth communication therapy psychology patientcare counselling,Development,Clinical Psychologist
S6687,PhD,Psychology,6.5,therapy communication mentalhealth research counselling,Research,Clinical Psychologist
S6688,Postgraduate,Psychology,9.2,mentalhealth psychology therapy,Research,Clinical Psychologist
S6689,Undergraduate,Computer Science,7.4,mentalhealth behavioranalysis counselling patientcare diagnosis psychology research therapy,Research,Clinical Psychologist
S6690,Undergraduate,Commerce,7.9,behavioranalysis psychology therapy communication,Design,Clinical Psychologist
S6691,PhD,Mathematics,7.2,research behavioranalysis counselling communication,AI,Clinical Psychologist
S6692,Undergraduate,Psychology,8.5,communication behavioranalysis research mentalhealth counselling,Research,Clinical Psychologist
S6693,PhD,Psychology,9.3,counselling mentalhealth communication,Research,Clinical Psychologist
S6694,Undergraduate,Psychology,6.7,psychology behavioranalysis communication mentalhealth research patientcare counselling diagnosis,Research,Clinical Psychologist
S6695,Postgraduate,Psychology,7.0,research patientcare mentalhealth,Research,Clinical Psychologist
S6696,Undergraduate,Psychology,7.0,behavioranalysis psychology mentalhealth diagnosis research,Research,Clinical Psychologist
S6697,PhD,Psychology,7.7,patientcare behavioranalysis communication research therapy diagnosis,Research,Clinical Psychologist
S6698,PhD,Psychology,7.6,research counselling diagnosis mentalhealth behavioranalysis patientcare psychology,Research,Clinical Psychologist
S6699,PhD,Psychology,9.0,communication research diagnosis psychology behavioranalysis mentalhealth counselling,Design,Clinical Psychologist
S6700,Postgraduate,Psychology,8.7,therapy patientcare counselling research,AI,Clinical Psychologist
S6701,PhD,Statistics,7.1,psychology communication behavioranalysis,Research,Clinical Psychologist
S6702,PhD,Psychology,7.7,diagnosis counselling research behavioranalysis patientcare psychology,Research,Clinical Psychologist
S6703,PhD,Psychology,9.0,behavioranalysis research mentalhealth diagnosis communication patientcare psychology,Data,Clinical Psychologist
S6704,Undergraduate,Mechanical Engineering,9.4,diagnosis research communication,Cloud,Clinical Psychologist
S6705,Postgraduate,Psychology,8.2,research psychology diagnosis,Security,Clinical Psychologist
S6706,PhD,Arts,8.3,behavioranalysis therapy research psychology patientcare mentalhealth communication,Data,Clinical Psychologist
S6707,Postgraduate,Psychology,8.7,counselling behavioranalysis patientcare communication psychology mentalhealth,Research,Clinical Psychologist
S6708,Undergraduate,Computer Science,7.9,behavioranalysis counselling mentalhealth psychology diagnosis research,Research,Clinical Psychologist
S6709,Undergraduate,Psychology,8.1,therapy psychology behavioranalysis patientcare,Research,Clinical Psychologist
S6710,PhD,Psychology,6.8,mentalhealth therapy research,Security,Clinical Psychologist
S6711,Undergraduate,Psychology,7.3,patientcare research therapy,Research,Clinical Psychologist
S6712,Postgraduate,Psychology,7.5,behavioranalysis mentalhealth communication research counselling psychology,Research,Clinical Psychologist
S6713,Undergraduate,Psychology,6.9,mentalhealth counselling patientcare communication psychology diagnosis behavioranalysis,Research,Clinical Psychologist
S6714,Undergraduate,Psychology,9.1,psychology mentalhealth behavioranalysis diagnosis counselling patientcare research therapy,Research,Clinical Psychologist
S6715,Undergraduate,Commerce,8.9,patientcare behavioranalysis therapy diagnosis counselling research mentalhealth communication,Research,Clinical Psychologist
S6716,Postgraduate,Statistics,7.2,patientcare mentalhealth research diagnosis behavioranalysis psychology communication,Development,Clinical Psychologist
S6717,PhD,Statistics,7.6,research communication counselling diagnosis mentalhealth behavioranalysis psychology,Research,Clinical Psychologist
S6718,Undergraduate,Psychology,7.3,research counselling behavioranalysis,Development,Clinical Psychologist
S6719,Postgraduate,Psychology,8.7,mentalhealth diagnosis therapy patientcare counselling,Research,Clinical Psychologist
S6720,PhD,Psychology,7.9,mentalhealth patientcare behavioranalysis,Research,Clinical Psychologist
S6721,Undergraduate,Data Science,6.9,behavioranalysis communication mentalhealth research therapy,Research,Clinical Psychologist
S6722,Undergraduate,Psychology,6.8,patientcare psychology therapy counselling communication diagnosis,Research,Clinical Psychologist
S6723,Undergraduate,Psychology,8.7,psychology mentalhealth counselling therapy behavioranalysis diagnosis research,Design,Clinical Psychologist
S6724,Postgraduate,Psychology,8.3,psychology research communication mentalhealth behavioranalysis diagnosis counselling therapy,Writing,Clinical Psychologist
S6725,Undergraduate,Computer Science,6.8,diagnosis communication research,Research,Clinical Psychologist
S6726,PhD,Mathematics,8.2,counselling communication psychology diagnosis behavioranalysis,Research,Clinical Psychologist
S6727,Undergraduate,Psychology,7.9,patientcare counselling research communication therapy mentalhealth,Research,Clinical Psychologist
S6728,Undergraduate,Psychology,7.2,psychology therapy mentalhealth diagnosis counselling communication,Research,Clinical Psychologist
S6729,PhD,Arts,6.8,mentalhealth patientcare counselling behavioranalysis diagnosis therapy research,AI,Clinical Psychologist
S6730,Postgraduate,Psychology,7.1,therapy patientcare communication behavioranalysis counselling research diagnosis,Research,Clinical Psychologist
S6731,Postgraduate,Psychology,8.3,counselling research therapy communication patientcare mentalhealth psychology behavioranalysis,Research,Clinical Psychologist
S6732,Postgraduate,Psychology,8.1,research behavioranalysis counselling mentalhealth communication diagnosis psychology,Research,Clinical Psychologist
S6733,Postgraduate,Psychology,7.3,diagnosis therapy communication,Research,Clinical Psychologist
S6734,Postgraduate,Psychology,6.7,research diagnosis therapy communication mentalhealth psychology,Security,Clinical Psychologist
S6735,Postgraduate,Psychology,7.1,communication research counselling mentalhealth therapy psychology behavioranalysis,Research,Clinical Psychologist
S6736,PhD,Statistics,9.1,diagnosis therapy communication behavioranalysis counselling mentalhealth,Writing,Clinical Psychologist
S6737,PhD,Psychology,6.8,diagnosis research psychology patientcare behavioranalysis,Research,Clinical Psychologist
S6738,Postgraduate,Law,7.8,patientcare behavioranalysis counselling psychology communication diagnosis,Research,Clinical Psychologist
S6739,Undergraduate,Psychology,7.7,therapy patientcare mentalhealth diagnosis psychology communication counselling,Research,Clinical Psychologist
S6740,Undergraduate,Psychology,8.5,counselling mentalhealth psychology research diagnosis behavioranalysis therapy,Finance,Clinical Psychologist
S6741,Undergraduate,Mechanical Engineering,7.0,mentalhealth counselling patientcare behavioranalysis research therapy diagnosis,Research,Clinical Psychologist
S6742,PhD,Psychology,6.7,behavioranalysis therapy diagnosis research psychology mentalhealth communication,Research,Clinical Psychologist
S6743,Undergraduate,Psychology,7.8,research diagnosis counselling therapy patientcare,Research,Clinical Psychologist
S6744,Postgraduate,Psychology,7.3,patientcare research mentalhealth counselling psychology communication behavioranalysis,Cloud,Clinical Psychologist
S6745,Undergraduate,Commerce,9.3,patientcare behavioranalysis psychology communication,Design,Clinical Psychologist
S6746,Postgraduate,Psychology,7.4,diagnosis behavioranalysis therapy mentalhealth patientcare,Research,Clinical Psychologist
S6747,Postgraduate,Computer Science,7.2,research patientcare behavioranalysis psychology counselling,Writing,Clinical Psychologist
S6748,Postgraduate,Finance,9.3,psychology counselling diagnosis research therapy,Research,Clinical Psychologist
S6749,PhD,Psychology,7.9,behavioranalysis counselling patientcare mentalhealth communication,Research,Clinical Psychologist
S6750,PhD,Psychology,9.2,behavioranalysis counselling communication psychology mentalhealth research diagnosis,Research,Clinical Psychologist
S6751,Undergraduate,Law,7.4,mentalhealth communication counselling,Research,Clinical Psychologist
S6752,PhD,Mechanical Engineering,7.0,mentalhealth patientcare counselling psychology diagnosis therapy behavioranalysis,Research,Clinical Psychologist
S6753,Undergraduate,Psychology,9.4,research behavioranalysis communication counselling therapy mentalhealth patientcare,Cloud,Clinical Psychologist
S6754,PhD,Psychology,7.8,communication psychology counselling patientcare diagnosis,Research,Clinical Psychologist
S6755,PhD,Psychology,6.6,counselling psychology mentalhealth communication research therapy behavioranalysis diagnosis,Finance,Clinical Psychologist
S6756,Postgraduate,Psychology,8.2,patientcare behavioranalysis mentalhealth,Research,Clinical Psychologist
S6757,PhD,Psychology,8.6,behavioranalysis communication mentalhealth diagnosis therapy,Research,Clinical Psychologist
S6758,PhD,Psychology,7.7,patientcare research psychology mentalhealth diagnosis,Writing,Clinical Psychologist
S6759,PhD,Psychology,6.8,patientcare behavioranalysis therapy mentalhealth,Research,Clinical Psychologist
S6760,Undergraduate,Psychology,7.1,psychology research mentalhealth therapy counselling,Writing,Clinical Psychologist
S6761,Postgraduate,Psychology,9.5,diagnosis research psychology therapy communication counselling,Research,Clinical Psychologist
S6762,Postgraduate,Psychology,7.3,psychology therapy counselling,Data,Clinical Psychologist
S6763,Undergraduate,Psychology,7.9,research diagnosis mentalhealth,Research,Clinical Psychologist
S6764,Undergraduate,Psychology,7.7,psychology counselling behavioranalysis,Research,Clinical Psychologist
S6765,Postgraduate,Psychology,7.2,communication psychology counselling diagnosis therapy behavioranalysis patientcare mentalhealth,Research,Clinical Psychologist
S6766,PhD,Statistics,9.2,diagnosis mentalhealth research behavioranalysis,Research,Clinical Psychologist
S6767,PhD,Psychology,7.5,mentalhealth diagnosis psychology,Writing,Clinical Psychologist
S6768,PhD,Psychology,9.2,behavioranalysis research patientcare mentalhealth communication psychology counselling,Research,Clinical Psychologist
S6769,Undergraduate,Statistics,7.3,counselling research behavioranalysis,Research,Clinical Psychologist
S6770,Postgraduate,Psychology,7.5,behavioranalysis communication mentalhealth,Research,Clinical Psychologist
S6771,PhD,Psychology,8.4,counselling communication diagnosis patientcare research,Cloud,Clinical Psychologist
S6772,Undergraduate,Psychology,7.3,communication mentalhealth counselling diagnosis behavioranalysis patientcare research therapy,Research,Clinical Psychologist
S6773,Postgraduate,Psychology,7.0,diagnosis counselling therapy research psychology mentalhealth,Research,Clinical Psychologist
S6774,PhD,Commerce,7.5,psychology mentalhealth research counselling patientcare behavioranalysis,Research,Clinical Psychologist
S6775,Undergraduate,Psychology,7.5,behavioranalysis research patientcare counselling diagnosis psychology therapy mentalhealth,Research,Clinical Psychologist
S6776,PhD,Psychology,9.1,therapy patientcare communication research,Research,Clinical Psychologist
S6777,PhD,Psychology,7.3,diagnosis patientcare therapy,Research,Clinical Psychologist
S6778,Undergraduate,Finance,8.3,therapy research psychology communication,Research,Clinical Psychologist
S6779,Postgraduate,Psychology,9.3,psychology therapy research mentalhealth,Research,Clinical Psychologist
S6780,Postgraduate,Mathematics,7.0,psychology mentalhealth therapy,Research,Clinical Psychologist
S6781,Undergraduate,Psychology,9.3,communication psychology diagnosis,Writing,Clinical Psychologist
S6782,Postgraduate,Psychology,8.1,therapy patientcare communication,Research,Clinical Psychologist
S6783,Postgraduate,Psychology,8.6,patientcare counselling mentalhealth,Design,Clinical Psychologist
S6784,PhD,Arts,8.0,communication counselling diagnosis psychology patientcare therapy,Research,Clinical Psychologist
S6785,Postgraduate,Psychology,9.4,patientcare therapy communication psychology research diagnosis behavioranalysis mentalhealth,AI,Clinical Psychologist
S6786,Postgraduate,Psychology,9.3,counselling mentalhealth therapy psychology,Research,Clinical Psychologist
S6787,PhD,Psychology,7.5,psychology therapy communication diagnosis research mentalhealth,Research,Clinical Psychologist
S6788,PhD,Psychology,7.8,communication therapy mentalhealth psychology research,Research,Clinical Psychologist
S6789,Undergraduate,Psychology,7.5,counselling research psychology mentalhealth therapy diagnosis behavioranalysis,Data,Clinical Psychologist
S6790,Postgraduate,Psychology,6.6,communication counselling psychology mentalhealth therapy patientcare behavioranalysis,Research,Clinical Psychologist
S6791,Postgraduate,Data Science,8.6,diagnosis communication mentalhealth counselling,Research,Clinical Psychologist
S6792,Undergraduate,Psychology,8.9,mentalhealth research therapy patientcare psychology communication behavioranalysis,Research,Clinical Psychologist
S6793,Undergraduate,Psychology,8.3,therapy research communication patientcare diagnosis behavioranalysis counselling mentalhealth,Data,Clinical Psychologist
S6794,Postgraduate,Psychology,8.4,communication behavioranalysis mentalhealth,Design,Clinical Psychologist
S6795,Undergraduate,Psychology,7.3,psychology communication counselling mentalhealth diagnosis patientcare research,Development,Clinical Psychologist
S6796,PhD,Psychology,8.6,patientcare counselling communication behavioranalysis diagnosis therapy,Research,Clinical Psychologist
S6797,Postgraduate,Psychology,9.0,psychology patientcare diagnosis therapy research behavioranalysis mentalhealth communication,Research,Clinical Psychologist
S6798,Undergraduate,Psychology,7.4,counselling communication diagnosis psychology mentalhealth patientcare,Finance,Clinical Psychologist
S6799,Postgraduate,Psychology,7.6,patientcare therapy psychology behavioranalysis,Finance,Clinical Psychologist
S6800,Postgraduate,Psychology,7.2,communication behavioranalysis diagnosis patientcare counselling,Research,Clinical Psychologist
S6801,Undergraduate,Psychology,7.2,counselling therapy patientcare behavioranalysis communication research diagnosis,Research,Clinical Psychologist
S6802,Undergraduate,Psychology,7.0,communication patientcare research counselling therapy behavioranalysis,Writing,Clinical Psychologist
S6803,PhD,Computer Science,8.2,communication patientcare psychology behavioranalysis,Research,Clinical Psychologist
S6804,Undergraduate,Information Technology,7.9,behavioranalysis psychology patientcare research counselling,Finance,Clinical Psychologist
S6805,Postgraduate,Psychology,7.9,psychology behavioranalysis diagnosis research communication,Research,Clinical Psychologist
S6806,Postgraduate,Psychology,7.1,counselling therapy communication mentalhealth behavioranalysis diagnosis,Research,Clinical Psychologist
S6807,Undergraduate,Computer Science,9.3,psychology patientcare behavioranalysis,AI,Clinical Psychologist
S6808,PhD,Psychology,7.8,mentalhealth communication psychology patientcare research diagnosis,Design,Clinical Psychologist
S6809,Undergraduate,Psychology,7.7,behavioranalysis patientcare therapy mentalhealth communication psychology diagnosis,Research,Clinical Psychologist
S6810,Postgraduate,Psychology,8.6,diagnosis communication counselling patientcare behavioranalysis psychology research therapy,Research,Clinical Psychologist
S6811,Postgraduate,Psychology,7.5,research mentalhealth psychology,Finance,Clinical Psychologist
S6812,Undergraduate,Psychology,7.4,behavioranalysis communication counselling therapy,Development,Clinical Psychologist
S6813,PhD,Psychology,8.8,therapy communication mentalhealth patientcare,Research,Clinical Psychologist
S6814,Undergraduate,Psychology,7.4,diagnosis mentalhealth communication,Research,Clinical Psychologist
S6815,Undergraduate,Psychology,6.9,behavioranalysis diagnosis psychology research mentalhealth counselling,Data,Clinical Psychologist
S6816,PhD,Commerce,6.8,diagnosis behavioranalysis communication psychology therapy research counselling mentalhealth,Research,Clinical Psychologist
S6817,PhD,Psychology,8.2,counselling research mentalhealth patientcare psychology behavioranalysis diagnosis,Research,Clinical Psychologist
S6818,Undergraduate,Psychology,6.7,psychology therapy behavioranalysis research diagnosis counselling,Research,Clinical Psychologist
S6819,PhD,Psychology,8.0,therapy research psychology diagnosis behavioranalysis mentalhealth communication,Research,Clinical Psychologist
S6820,Undergraduate,Psychology,7.2,counselling psychology behavioranalysis mentalhealth diagnosis communication,Writing,Clinical Psychologist
S6821,Undergraduate,Psychology,7.1,counselling behavioranalysis research patientcare psychology,Research,Clinical Psychologist
S6822,Postgraduate,Arts,6.9,diagnosis behavioranalysis counselling therapy communication,Research,Clinical Psychologist
S6823,Postgraduate,Information Technology,7.9,psychology research behavioranalysis,Research,Clinical Psychologist
S6824,Undergraduate,Psychology,8.9,counselling behavioranalysis communication diagnosis,Research,Clinical Psychologist
S6825,Undergraduate,Psychology,7.0,therapy behavioranalysis patientcare,Research,Clinical Psychologist
S6826,Postgraduate,Psychology,7.6,psychology therapy counselling,Research,Clinical Psychologist
S6827,Postgraduate,Psychology,6.8,research psychology patientcare counselling therapy,Research,Clinical Psychologist
S6828,Undergraduate,Psychology,7.5,patientcare mentalhealth communication,Research,Clinical Psychologist
S6829,Undergraduate,Psychology,8.2,psychology therapy research patientcare behavioranalysis mentalhealth communication,Security,Clinical Psychologist
S6830,Undergraduate,Psychology,7.8,research diagnosis behavioranalysis patientcare,Research,Clinical Psychologist
S6831,Undergraduate,Psychology,7.0,research communication counselling patientcare mentalhealth psychology behavioranalysis,Research,Clinical Psychologist
S6832,PhD,Psychology,7.4,diagnosis therapy research communication psychology,Research,Clinical Psychologist
S6833,PhD,Psychology,6.8,psychology research behavioranalysis communication patientcare therapy diagnosis,Data,Clinical Psychologist
S6834,PhD,Psychology,7.2,psychology mentalhealth diagnosis counselling patientcare research behavioranalysis,Finance,Clinical Psychologist
S6835,Undergraduate,Psychology,8.8,counselling patientcare psychology behavioranalysis research,Research,Clinical Psychologist
S6836,Postgraduate,Finance,8.1,communication counselling psychology patientcare therapy mentalhealth,Research,Clinical Psychologist
S6837,Undergraduate,Psychology,8.9,communication patientcare behavioranalysis counselling diagnosis research mentalhealth psychology,Research,Clinical Psychologist
S6838,Postgraduate,Psychology,7.0,counselling therapy psychology patientcare mentalhealth research,Research,Clinical Psychologist
S6839,Undergraduate,Law,8.4,research communication psychology,Research,Clinical Psychologist
S6840,Postgraduate,Psychology,8.2,patientcare behavioranalysis counselling diagnosis research communication,Research,Clinical Psychologist
S6841,Undergraduate,Mechanical Engineering,8.4,diagnosis behavioranalysis therapy,Research,Clinical Psychologist
S6842,PhD,Psychology,6.6,therapy mentalhealth psychology communication,Research,Clinical Psychologist
S6843,PhD,Psychology,6.7,therapy diagnosis mentalhealth behavioranalysis,Research,Clinical Psychologist
S6844,Undergraduate,Psychology,6.7,behavioranalysis counselling mentalhealth research communication patientcare therapy psychology,Research,Clinical Psychologist
S6845,PhD,Psychology,9.2,mentalhealth diagnosis research patientcare counselling therapy behavioranalysis communication,Writing,Clinical Psychologist
S6846,Postgraduate,Psychology,7.4,psychology therapy mentalhealth counselling behavioranalysis patientcare,Writing,Clinical Psychologist
S6847,PhD,Psychology,8.8,research communication mentalhealth psychology therapy counselling,Security,Clinical Psychologist
S6848,Postgraduate,Psychology,8.0,research communication diagnosis,Research,Clinical Psychologist
S6849,Undergraduate,Psychology,8.7,research communication counselling patientcare mentalhealth behavioranalysis,Research,Clinical Psychologist
S6850,PhD,Arts,7.7,counselling communication therapy psychology behavioranalysis mentalhealth diagnosis,Research,Clinical Psychologist
S6851,PhD,Psychology,6.6,research counselling diagnosis patientcare therapy psychology communication behavioranalysis,Writing,Clinical Psychologist
S6852,Postgraduate,Psychology,7.8,diagnosis mentalhealth counselling research behavioranalysis therapy psychology,Research,Clinical Psychologist
S6853,Postgraduate,Psychology,6.8,communication diagnosis psychology therapy research,Research,Clinical Psychologist
S6854,Undergraduate,Psychology,9.5,psychology diagnosis behavioranalysis communication counselling research patientcare therapy,Research,Clinical Psychologist
S6855,PhD,Psychology,7.2,mentalhealth psychology diagnosis,Design,Clinical Psychologist
S6856,Undergraduate,Psychology,8.7,behavioranalysis patientcare counselling,Research,Clinical Psychologist
S6857,Postgraduate,Psychology,9.1,psychology therapy research,Research,Clinical Psychologist
S6858,Undergraduate,Psychology,7.5,therapy communication diagnosis patientcare psychology behavioranalysis,Finance,Clinical Psychologist
S6859,PhD,Arts,7.1,patientcare behavioranalysis psychology therapy research,Research,Clinical Psychologist
S6860,Postgraduate,Psychology,8.2,counselling therapy behavioranalysis psychology communication patientcare,Research,Clinical Psychologist
S6861,Postgraduate,Psychology,7.3,research patientcare counselling mentalhealth behavioranalysis diagnosis psychology,Research,Clinical Psychologist
S6862,PhD,Psychology,9.3,research patientcare psychology communication,Research,Clinical Psychologist
S6863,Undergraduate,Psychology,6.6,communication behavioranalysis patientcare mentalhealth psychology therapy diagnosis,Development,Clinical Psychologist
S6864,Undergraduate,Psychology,7.6,psychology communication mentalhealth,Data,Clinical Psychologist
S6865,Undergraduate,Psychology,9.0,therapy counselling communication behavioranalysis mentalhealth patientcare psychology,Research,Clinical Psychologist
S6866,Undergraduate,Psychology,8.7,mentalhealth patientcare counselling research psychology therapy behavioranalysis,Research,Clinical Psychologist
S6867,PhD,Psychology,9.1,patientcare counselling psychology communication therapy behavioranalysis research,Security,Clinical Psychologist
S6868,Postgraduate,Psychology,8.4,research psychology counselling patientcare behavioranalysis mentalhealth diagnosis therapy,Research,Clinical Psychologist
S6869,Undergraduate,Psychology,6.6,behavioranalysis mentalhealth patientcare psychology,Research,Clinical Psychologist
S6870,PhD,Finance,9.4,diagnosis research patientcare psychology communication counselling therapy,Research,Clinical Psychologist
S6871,Postgraduate,Computer Science,9.4,therapy behavioranalysis diagnosis communication patientcare counselling,Research,Clinical Psychologist
S6872,Postgraduate,Psychology,7.0,therapy mentalhealth communication counselling,Research,Clinical Psychologist
S6873,PhD,Finance,9.3,behavioranalysis psychology patientcare,Research,Clinical Psychologist
S6874,Postgraduate,Psychology,7.0,behavioranalysis psychology diagnosis research patientcare,Research,Clinical Psychologist
S6875,Postgraduate,Data Science,6.8,counselling mentalhealth communication diagnosis therapy,Research,Clinical Psychologist
S6876,PhD,Psychology,7.4,mentalhealth therapy psychology diagnosis counselling research,Research,Clinical Psychologist
S6877,Undergraduate,Commerce,8.7,communication psychology patientcare therapy counselling research mentalhealth behavioranalysis,Research,Clinical Psychologist
S6878,Undergraduate,Psychology,7.4,mentalhealth patientcare therapy communication diagnosis counselling,Research,Clinical Psychologist
S6879,PhD,Psychology,9.1,communication counselling behavioranalysis,Research,Clinical Psychologist
S6880,Postgraduate,Psychology,7.5,research therapy patientcare,AI,Clinical Psychologist
S6881,Postgraduate,Data Science,7.4,communication psychology patientcare therapy,Development,Clinical Psychologist
S6882,Undergraduate,Data Science,7.2,behavioranalysis psychology therapy research communication,Research,Clinical Psychologist
S6883,Postgraduate,Psychology,7.4,communication diagnosis patientcare psychology therapy mentalhealth counselling,Research,Clinical Psychologist
S6884,Postgraduate,Commerce,9.1,communication research therapy mentalhealth psychology diagnosis patientcare,Research,Clinical Psychologist
S6885,PhD,Psychology,7.6,behavioranalysis psychology research mentalhealth communication therapy counselling patientcare,Design,Clinical Psychologist
S6886,Postgraduate,Data Science,8.3,psychology diagnosis behavioranalysis,Data,Clinical Psychologist
S6887,Undergraduate,Psychology,8.6,diagnosis communication therapy psychology counselling research,Research,Clinical Psychologist
S6888,Postgraduate,Psychology,8.4,diagnosis therapy communication psychology mentalhealth patientcare behavioranalysis research,Research,Clinical Psychologist
S6889,Undergraduate,Psychology,6.9,patientcare communication research diagnosis behavioranalysis psychology counselling,Data,Clinical Psychologist
S6890,PhD,Psychology,8.0,psychology mentalhealth therapy counselling research behavioranalysis communication diagnosis,Finance,Clinical Psychologist
S6891,Postgraduate,Psychology,7.9,psychology mentalhealth patientcare research therapy communication behavioranalysis diagnosis,Research,Clinical Psychologist
S6892,PhD,Mechanical Engineering,9.5,therapy research psychology communication behavioranalysis counselling mentalhealth,Research,Clinical Psychologist
S6893,Postgraduate,Psychology,7.1,counselling diagnosis patientcare mentalhealth behavioranalysis therapy,Research,Clinical Psychologist
S6894,PhD,Statistics,9.1,counselling behavioranalysis communication research psychology patientcare mentalhealth therapy,Design,Clinical Psychologist
S6895,Undergraduate,Psychology,6.8,mentalhealth patientcare diagnosis psychology behavioranalysis research communication,Research,Clinical Psychologist
S6896,Undergraduate,Psychology,7.5,patientcare therapy communication behavioranalysis counselling,Research,Clinical Psychologist
S6897,Postgraduate,Data Science,9.2,mentalhealth diagnosis therapy communication behavioranalysis research psychology counselling,Research,Clinical Psychologist
S6898,Postgraduate,Psychology,7.1,communication counselling patientcare diagnosis,Research,Clinical Psychologist
S6899,Undergraduate,Psychology,7.5,patientcare diagnosis behavioranalysis mentalhealth psychology,Research,Clinical Psychologist
S6900,Postgraduate,Finance,7.0,counselling patientcare behavioranalysis research mentalhealth therapy diagnosis,Research,Clinical Psychologist
S6901,Undergraduate,Psychology,9.0,research psychology therapy counselling mentalhealth patientcare,Research,Clinical Psychologist
S6902,Undergraduate,Finance,8.8,diagnosis behavioranalysis psychology counselling,Research,Clinical Psychologist
S6903,Postgraduate,Psychology,6.8,patientcare therapy mentalhealth counselling diagnosis behavioranalysis,Research,Clinical Psychologist
S6904,Undergraduate,Psychology,6.8,behavioranalysis research mentalhealth diagnosis therapy psychology counselling,Research,Clinical Psychologist
S6905,Postgraduate,Mathematics,7.7,mentalhealth behavioranalysis counselling,Research,Clinical Psychologist
S6906,Undergraduate,Psychology,6.8,counselling research communication diagnosis therapy behavioranalysis mentalhealth,Writing,Clinical Psychologist
S6907,PhD,Psychology,8.9,therapy counselling behavioranalysis patientcare,Writing,Clinical Psychologist
S6908,Undergraduate,Psychology,7.5,behavioranalysis communication mentalhealth patientcare,Research,Clinical Psychologist
S6909,Undergraduate,Psychology,8.5,research behavioranalysis diagnosis therapy mentalhealth patientcare,Research,Clinical Psychologist
S6910,Postgraduate,Psychology,8.6,behavioranalysis therapy mentalhealth,Research,Clinical Psychologist
S6911,PhD,Psychology,8.5,counselling psychology research diagnosis behavioranalysis therapy patientcare mentalhealth,Research,Clinical Psychologist
S6912,PhD,Psychology,9.4,patientcare communication behavioranalysis therapy psychology,AI,Clinical Psychologist
S6913,Undergraduate,Law,7.8,counselling behavioranalysis diagnosis,Design,Clinical Psychologist
S6914,Undergraduate,Data Science,8.5,patientcare psychology therapy counselling research communication,Research,Clinical Psychologist
S6915,PhD,Psychology,8.2,counselling mentalhealth psychology,AI,Clinical Psychologist
S6916,Postgraduate,Mathematics,9.4,diagnosis mentalhealth patientcare research psychology counselling,Research,Clinical Psychologist
S6917,PhD,Psychology,7.2,therapy patientcare diagnosis psychology mentalhealth,Research,Clinical Psychologist
